Species1GeneID	Species1ProteinID	Species1GeneName	Species2GeneID	Species2ProteinID	Species2GeneName
ENSDARG00000004956	ENSDARP00000002108	ZMAT2	ENSPKIG00000017778	ENSPKIP00000041068	zmat2
ENSDARG00000016396	ENSDARP00000002156	FAM219A	ENSPKIG00000015193	ENSPKIP00000036746	fam219ab
ENSDARG00000012468	ENSDARP00000002180	AACS	ENSPKIG00000012644	ENSPKIP00000032691	aacs
ENSDARG00000018002	ENSDARP00000002223	ECI1	ENSPKIG00000017987	ENSPKIP00000041446	eci1
ENSDARG00000010630	ENSDARP00000002263	HOXB6	ENSPKIG00000000403	ENSPKIP00000012680	hoxb6a
ENSDARG00000003841	ENSDARP00000002264	USB1	ENSPKIG00000015109	ENSPKIP00000036616	USB1
ENSDARG00000020465	ENSDARP00000002269	ewsr1b	ENSPKIG00000022955	ENSPKIP00000006829	ewsr1b
ENSDARG00000013441	ENSDARP00000002357	HEY2	ENSPKIG00000012879	ENSPKIP00000033012	hey2
ENSDARG00000020948	ENSDARP00000002411	GMCL1	ENSPKIG00000022681	ENSPKIP00000006389	gmcl1
ENSDARG00000005945	ENSDARP00000002453	sart1	ENSPKIG00000023523	ENSPKIP00000007774	sart1
ENSDARG00000013628	ENSDARP00000002468	cd164	ENSPKIG00000013043	ENSPKIP00000033263	
ENSDARG00000003642	ENSDARP00000002470	ZFYVE19	ENSPKIG00000004197	ENSPKIP00000018745	zfyve19
ENSDARG00000073710	ENSDARP00000002502	USP7	ENSPKIG00000018286	ENSPKIP00000041936	USP7
ENSDARG00000069995	ENSDARP00000002507	DPY19L1	ENSPKIG00000021558	ENSPKIP00000004468	dpy19l1l
ENSDARG00000004151	ENSDARP00000002531	RAB23	ENSPKIG00000024310	ENSPKIP00000009060	rab23
ENSDARG00000006603	ENSDARP00000002532	CSRP1	ENSPKIG00000011163	ENSPKIP00000030226	csrp1a
ENSDARG00000014685	ENSDARP00000002535	ESCO2	ENSPKIG00000016038	ENSPKIP00000038126	esco2
ENSDARG00000009087	ENSDARP00000002547	cd74a	ENSPKIG00000009604	ENSPKIP00000027610	
ENSDARG00000003573	ENSDARP00000002605	DCTN5	ENSPKIG00000013072	ENSPKIP00000033311	dctn5
ENSDARG00000010381	ENSDARP00000002609	RNF2	ENSPKIG00000005901	ENSPKIP00000021551	rnf2
ENSDARG00000015070	ENSDARP00000002618	POLA2	ENSPKIG00000019005	ENSPKIP00000000275	pola2
ENSDARG00000020606	ENSDARP00000002745	NFE2	ENSPKIG00000002997	ENSPKIP00000016843	nfe2
ENSDARG00000013839	ENSDARP00000002746	aldh3b1	ENSPKIG00000005351	ENSPKIP00000020654	aldh3b1
ENSDARG00000057143	ENSDARP00000002813	nradd	ENSPKIG00000018908	ENSPKIP00000000128	nradd
ENSDARG00000013837	ENSDARP00000002837	spo11	ENSPKIG00000025422	ENSPKIP00000010884	spo11
ENSDARG00000005191	ENSDARP00000002844	AHCY	ENSPKIG00000004778	ENSPKIP00000019719	ahcy
ENSDARG00000008097	ENSDARP00000002874	SRSF9	ENSPKIG00000024851	ENSPKIP00000009954	srsf9
ENSDARG00000004588	ENSDARP00000002932	SOX4	ENSPKIG00000020154	ENSPKIP00000002136	sox4b
ENSDARG00000007130	ENSDARP00000002982	MRTO4	ENSPKIG00000017917	ENSPKIP00000041315	MRTO4
ENSDARG00000006859	ENSDARP00000003013	NKAIN1	ENSPKIG00000010673	ENSPKIP00000029440	nkain1
ENSDARG00000007708	ENSDARP00000003036	NSA2	ENSPKIG00000018852	ENSPKIP00000000032	nsa2
ENSDARG00000007329	ENSDARP00000003051	tbx16	ENSPKIG00000022241	ENSPKIP00000005728	tbx16
ENSDARG00000019250	ENSDARP00000003084	FANCF	ENSPKIG00000004234	ENSPKIP00000018806	fancf
ENSDARG00000003965	ENSDARP00000003103	TLX1	ENSPKIG00000002563	ENSPKIP00000016073	TLX1
ENSDARG00000002760	ENSDARP00000003126	GDF5	ENSPKIG00000023191	ENSPKIP00000007199	GDF5
ENSDARG00000005015	ENSDARP00000003150	tspy	ENSPKIG00000010967	ENSPKIP00000029933	tspy
ENSDARG00000017860	ENSDARP00000003154	rgs5b	ENSPKIG00000018406	ENSPKIP00000041991	rgs5b
ENSDARG00000004280	ENSDARP00000003173	SEH1L	ENSPKIG00000000143	ENSPKIP00000012297	seh1l
ENSDARG00000015611	ENSDARP00000003188	RASL11B	ENSPKIG00000003511	ENSPKIP00000017704	rasl11b
ENSDARG00000017675	ENSDARP00000003198	UTP4	ENSPKIG00000003525	ENSPKIP00000017730	utp4
ENSDARG00000006040	ENSDARP00000003222	CYP20A1	ENSPKIG00000008410	ENSPKIP00000025622	cyp20a1
ENSDARG00000042833	ENSDARP00000003302	RFFL	ENSPKIG00000015430	ENSPKIP00000037114	zgc:171740
ENSDARG00000052623	ENSDARP00000003318	BSDC1	ENSPKIG00000007898	ENSPKIP00000024780	bsdc1
ENSDARG00000002685	ENSDARP00000003320	PCED1B	ENSPKIG00000011761	ENSPKIP00000031160	fam113
ENSDARG00000006981	ENSDARP00000003379	cfap263	ENSPKIG00000015150	ENSPKIP00000036667	cfap263
ENSDARG00000001788	ENSDARP00000003389	ATP5PO	ENSPKIG00000011154	ENSPKIP00000030208	atp5po
ENSDARG00000011488	ENSDARP00000003412	SIRT2	ENSPKIG00000008494	ENSPKIP00000025763	sirt2
ENSDARG00000002897	ENSDARP00000003433	si:ch211-160o17.2	ENSPKIG00000004075	ENSPKIP00000018550	si:ch211-160o17.2
ENSDARG00000005948	ENSDARP00000003452	ANKMY2	ENSPKIG00000012001	ENSPKIP00000031575	ANKMY2
ENSDARG00000007531	ENSDARP00000003488	ZCCHC9	ENSPKIG00000006659	ENSPKIP00000022801	zcchc9
ENSDARG00000010792	ENSDARP00000003494	cdc25b	ENSPKIG00000004805	ENSPKIP00000019766	
ENSDARG00000007885	ENSDARP00000003498	FANCL	ENSPKIG00000003202	ENSPKIP00000017188	fancl
ENSDARG00000008542	ENSDARP00000003565	YOD1	ENSPKIG00000022339	ENSPKIP00000005803	yod1
ENSDARG00000020261	ENSDARP00000003571	RAB2A	ENSPKIG00000009739	ENSPKIP00000027870	rab2a
ENSDARG00000004211	ENSDARP00000003598	ccdc106a	ENSPKIG00000001808	ENSPKIP00000014913	ccdc106a
ENSDARG00000004713	ENSDARP00000003616	MAD2L1	ENSPKIG00000016368	ENSPKIP00000038692	mad2l1
ENSDARG00000017359	ENSDARP00000003665	METTL8	ENSPKIG00000006147	ENSPKIP00000021934	mettl8
ENSDARG00000019503	ENSDARP00000003749	zgc:103759	ENSPKIG00000024242	ENSPKIP00000008955	zgc:103759
ENSDARG00000014292	ENSDARP00000003782	med15	ENSPKIG00000019016	ENSPKIP00000000317	MED15
ENSDARG00000009253	ENSDARP00000003814	RTRAF	ENSPKIG00000015146	ENSPKIP00000036677	rtraf
ENSDARG00000017882	ENSDARP00000003828	rdh1	ENSPKIG00000000349	ENSPKIP00000012611	rdh1
ENSDARG00000019791	ENSDARP00000003829	PRMT3	ENSPKIG00000022779	ENSPKIP00000006564	prmt3
ENSDARG00000025703	ENSDARP00000003841	DMGDH	ENSPKIG00000017764	ENSPKIP00000041065	DMGDH
ENSDARG00000021107	ENSDARP00000003884	SF3A2	ENSPKIG00000009487	ENSPKIP00000027415	sf3a2
ENSDARG00000044091	ENSDARP00000003956	PITPNA	ENSPKIG00000025686	ENSPKIP00000012057	PITPNA
ENSDARG00000018904	ENSDARP00000003969	CSTF3	ENSPKIG00000023648	ENSPKIP00000007957	cstf3
ENSDARG00000020898	ENSDARP00000003991	cyb5r4	ENSPKIG00000022300	ENSPKIP00000005819	cyb5r4
ENSDARG00000014311	ENSDARP00000004006	PGGHG	ENSPKIG00000018282	ENSPKIP00000041923	pgghg
ENSDARG00000011404	ENSDARP00000004016	FEN1	ENSPKIG00000008009	ENSPKIP00000024985	fen1
ENSDARG00000009961	ENSDARP00000004018	RUNDC3B	ENSPKIG00000000093	ENSPKIP00000012230	rundc3b
ENSDARG00000110357	ENSDARP00000004133	TXNDC15	ENSPKIG00000010296	ENSPKIP00000028794	txndc15
ENSDARG00000004580	ENSDARP00000004144	NMNAT2	ENSPKIG00000007121	ENSPKIP00000023546	nmnat2
ENSDARG00000012450	ENSDARP00000004153	VMP1	ENSPKIG00000020009	ENSPKIP00000001921	VMP1
ENSDARG00000019487	ENSDARP00000004160	TMX1	ENSPKIG00000004832	ENSPKIP00000019789	TMX1
ENSDARG00000003444	ENSDARP00000004163	DHRS7	ENSPKIG00000018017	ENSPKIP00000041502	dhrs7
ENSDARG00000017422	ENSDARP00000004202	APMAP	ENSPKIG00000009133	ENSPKIP00000026802	apmap
ENSDARG00000004261	ENSDARP00000004205	TMED9	ENSPKIG00000019481	ENSPKIP00000001041	tmed9
ENSDARG00000006754	ENSDARP00000004230	MLLT3	ENSPKIG00000000298	ENSPKIP00000012549	mllt3
ENSDARG00000007867	ENSDARP00000004236	DAZAP2	ENSPKIG00000003308	ENSPKIP00000017367	DAZAP2
ENSDARG00000018871	ENSDARP00000004251	henmt1	ENSPKIG00000004845	ENSPKIP00000019824	henmt1
ENSDARG00000013057	ENSDARP00000004270	HOXB5	ENSPKIG00000000411	ENSPKIP00000012695	hoxb5b
ENSDARG00000015997	ENSDARP00000004281	MFSD5	ENSPKIG00000003605	ENSPKIP00000017843	mfsd5
ENSDARG00000016594	ENSDARP00000004325	haus4	ENSPKIG00000005146	ENSPKIP00000020326	haus4
ENSDARG00000003287	ENSDARP00000004327	WDR12	ENSPKIG00000008839	ENSPKIP00000026341	WDR12
ENSDARG00000002487	ENSDARP00000004350	NOC3L	ENSPKIG00000005812	ENSPKIP00000021430	noc3l
ENSDARG00000005162	ENSDARP00000004352	tpm3	ENSPKIG00000015612	ENSPKIP00000037452	tpm3
ENSDARG00000017126	ENSDARP00000004404	ILVBL	ENSPKIG00000015870	ENSPKIP00000037846	ilvbl
ENSDARG00000017602	ENSDARP00000004469	CCNG2	ENSPKIG00000024457	ENSPKIP00000009296	CCNG2
ENSDARG00000003068	ENSDARP00000004503	gorasp1a	ENSPKIG00000014356	ENSPKIP00000035379	GORASP1
ENSDARG00000011723	ENSDARP00000004506	C2H5orf22	ENSPKIG00000015632	ENSPKIP00000037451	zgc:56556
ENSDARG00000009488	ENSDARP00000004582	gipc2	ENSPKIG00000008980	ENSPKIP00000026533	gipc2
ENSDARG00000006174	ENSDARP00000004624	LRRC23	ENSPKIG00000007338	ENSPKIP00000023875	lrrc23
ENSDARG00000013044	ENSDARP00000004700	NDUFV2	ENSPKIG00000008753	ENSPKIP00000026179	ndufv2
ENSDARG00000013333	ENSDARP00000004708	NDUFA10	ENSPKIG00000008563	ENSPKIP00000025857	ndufa10
ENSDARG00000021232	ENSDARP00000004716	nkx2.7	ENSPKIG00000024712	ENSPKIP00000009706	
ENSDARG00000016173	ENSDARP00000004738	CCT3	ENSPKIG00000014977	ENSPKIP00000036457	cct3
ENSDARG00000028198	ENSDARP00000004795	UBE2V2	ENSPKIG00000002295	ENSPKIP00000015672	ube2v2
ENSDARG00000054929	ENSDARP00000004823	zgc:110540	ENSPKIG00000018245	ENSPKIP00000041871	zgc:110540
ENSDARG00000003207	ENSDARP00000004826	mterf3	ENSPKIG00000005444	ENSPKIP00000020788	mterf3
ENSDARG00000012726	ENSDARP00000004827	CALHM5	ENSPKIG00000025628	ENSPKIP00000012000	calhm5.2
ENSDARG00000017431	ENSDARP00000004845	MINDY2	ENSPKIG00000022684	ENSPKIP00000006396	MINDY2
ENSDARG00000002445	ENSDARP00000004889	PRDM1	ENSPKIG00000013054	ENSPKIP00000033351	prdm1a
ENSDARG00000008032	ENSDARP00000004923	SART3	ENSPKIG00000025203	ENSPKIP00000010507	sart3
ENSDARG00000008502	ENSDARP00000004926	PNO1	ENSPKIG00000004780	ENSPKIP00000019730	pno1
ENSDARG00000014196	ENSDARP00000004932	MYL1	ENSPKIG00000016470	ENSPKIP00000038886	myl1
ENSDARG00000020483	ENSDARP00000004968	lta	ENSPKIG00000012346	ENSPKIP00000032135	
ENSDARG00000004632	ENSDARP00000005048	EGLN1	ENSPKIG00000023572	ENSPKIP00000007825	EGLN1
ENSDARG00000004018	ENSDARP00000005165	CHST13	ENSPKIG00000016518	ENSPKIP00000038943	chst13
ENSDARG00000007009	ENSDARP00000005174	HOXA11	ENSPKIG00000009343	ENSPKIP00000027162	hoxa11b
ENSDARG00000052157	ENSDARP00000005204	il12rb2	ENSPKIG00000015066	ENSPKIP00000036537	
ENSDARG00000018985	ENSDARP00000005214	CASTOR2	ENSPKIG00000012878	ENSPKIP00000033032	castor2
ENSDARG00000020544	ENSDARP00000005231	rem1	ENSPKIG00000017079	ENSPKIP00000039906	rem1
ENSDARG00000009681	ENSDARP00000005238	MED27	ENSPKIG00000018804	ENSPKIP00000042073	med27
ENSDARG00000006392	ENSDARP00000005262	EXOSC9	ENSPKIG00000005890	ENSPKIP00000021547	exosc9
ENSDARG00000014474	ENSDARP00000005280	YIPF1	ENSPKIG00000010413	ENSPKIP00000028994	yipf1
ENSDARG00000003113	ENSDARP00000005284	ADA	ENSPKIG00000011595	ENSPKIP00000030892	ada
ENSDARG00000012563	ENSDARP00000005394	PDSS2	ENSPKIG00000000271	ENSPKIP00000012505	pdss2
ENSDARG00000015824	ENSDARP00000005474	LEMD3	ENSPKIG00000021723	ENSPKIP00000004744	lemd3
ENSDARG00000016613	ENSDARP00000005503	MCAT	ENSPKIG00000006538	ENSPKIP00000022589	mcat
ENSDARG00000011272	ENSDARP00000005533	UQCC2	ENSPKIG00000005415	ENSPKIP00000020746	uqcc2
ENSDARG00000012234	ENSDARP00000005578	PSME3	ENSPKIG00000001731	ENSPKIP00000014782	psme3
ENSDARG00000015325	ENSDARP00000005582	U2AF1	ENSPKIG00000009285	ENSPKIP00000027073	u2af1
ENSDARG00000011837	ENSDARP00000005597	C13H9orf72	ENSPKIG00000001859	ENSPKIP00000015013	zgc:100846
ENSDARG00000002564	ENSDARP00000005611	SYNGR1	ENSPKIG00000014046	ENSPKIP00000034891	SYNGR1
ENSDARG00000014313	ENSDARP00000005644	ATP5PF	ENSPKIG00000012625	ENSPKIP00000032582	atp5pf
ENSDARG00000004059	ENSDARP00000005687	GALK2	ENSPKIG00000018866	ENSPKIP00000000072	galk2
ENSDARG00000020467	ENSDARP00000005702	safb	ENSPKIG00000009902	ENSPKIP00000028170	safb
ENSDARG00000020529	ENSDARP00000005715	HACL1	ENSPKIG00000008678	ENSPKIP00000026095	hacl1
ENSDARG00000020122	ENSDARP00000005740	endou2	ENSPKIG00000024238	ENSPKIP00000008954	endou2
ENSDARG00000009657	ENSDARP00000005747	FGFR1OP2	ENSPKIG00000004879	ENSPKIP00000019900	fgfr1op2
ENSDARG00000010432	ENSDARP00000005794	EAF2	ENSPKIG00000020151	ENSPKIP00000002144	eaf2
ENSDARG00000006413	ENSDARP00000005837	RPL38	ENSPKIG00000011849	ENSPKIP00000031327	rpl38
ENSDARG00000011879	ENSDARP00000005855	foxn1	ENSPKIG00000010814	ENSPKIP00000029647	foxn1
ENSDARG00000016730	ENSDARP00000005892	RFXANK	ENSPKIG00000024270	ENSPKIP00000008996	rfxank
ENSDARG00000007449	ENSDARP00000005911	slc25a39	ENSPKIG00000005073	ENSPKIP00000020238	slc25a39
ENSDARG00000021370	ENSDARP00000005947	ACTR6	ENSPKIG00000005971	ENSPKIP00000021661	actr6
ENSDARG00000002970	ENSDARP00000005954	SS18	ENSPKIG00000017040	ENSPKIP00000039845	SS18
ENSDARG00000021343	ENSDARP00000005989	WSB1	ENSPKIG00000001486	ENSPKIP00000014420	wsb1
ENSDARG00000017917	ENSDARP00000006074	her7	ENSPKIG00000006687	ENSPKIP00000022823	
ENSDARG00000003904	ENSDARP00000006089	SYCP1	ENSPKIG00000004078	ENSPKIP00000018553	sycp1
ENSDARG00000006397	ENSDARP00000006123	LAPTM4A	ENSPKIG00000023157	ENSPKIP00000007147	LAPTM4A
ENSDARG00000011462	ENSDARP00000006133	OTUB1	ENSPKIG00000021494	ENSPKIP00000004351	otub1b
ENSDARG00000004436	ENSDARP00000006153	CIBAR1	ENSPKIG00000006256	ENSPKIP00000022133	cibar1
ENSDARG00000005128	ENSDARP00000006173	RNASEH2B	ENSPKIG00000013386	ENSPKIP00000033832	rnaseh2b
ENSDARG00000005423	ENSDARP00000006201	pgam1a	ENSPKIG00000016019	ENSPKIP00000038086	pgam1b
ENSDARG00000016470	ENSDARP00000006207	anxa5b	ENSPKIG00000013918	ENSPKIP00000034673	ANXA5
ENSDARG00000013842	ENSDARP00000006223	TBC1D19	ENSPKIG00000019141	ENSPKIP00000000510	tbc1d19
ENSDARG00000017340	ENSDARP00000006318	UTS2	ENSPKIG00000007111	ENSPKIP00000023503	uts2a
ENSDARG00000019398	ENSDARP00000006320	PSMA6	ENSPKIG00000022730	ENSPKIP00000006492	psma6b
ENSDARG00000012892	ENSDARP00000006365	AMMECR1	ENSPKIG00000008084	ENSPKIP00000025087	AMMECR1
ENSDARG00000008014	ENSDARP00000006375	nudt17	ENSPKIG00000013496	ENSPKIP00000033970	nudt17
ENSDARG00000016463	ENSDARP00000006381	TRAPPC6B	ENSPKIG00000017722	ENSPKIP00000040983	trappc6b
ENSDARG00000012788	ENSDARP00000006410	foxa3	ENSPKIG00000005386	ENSPKIP00000020709	foxa3
ENSDARG00000010965	ENSDARP00000006445	PSMA8	ENSPKIG00000017000	ENSPKIP00000039763	psma8
ENSDARG00000020363	ENSDARP00000006492	SNRNP25	ENSPKIG00000020652	ENSPKIP00000002943	snrnp25
ENSDARG00000005561	ENSDARP00000006504	GFM2	ENSPKIG00000018878	ENSPKIP00000000100	GFM2
ENSDARG00000020354	ENSDARP00000006532	lmx1a	ENSPKIG00000007458	ENSPKIP00000024055	lmx1a
ENSDARG00000016656	ENSDARP00000006549	MGME1	ENSPKIG00000021047	ENSPKIP00000003623	MGME1
ENSDARG00000006316	ENSDARP00000006624	RPL23A	ENSPKIG00000013271	ENSPKIP00000033633	rpl23a
ENSDARG00000017740	ENSDARP00000006629	SEC63	ENSPKIG00000012759	ENSPKIP00000032852	sec63
ENSDARG00000018361	ENSDARP00000006665	sult1st3	ENSPKIG00000011614	ENSPKIP00000030919	
ENSDARG00000006395	ENSDARP00000006694	RBM25	ENSPKIG00000003203	ENSPKIP00000017256	rbm25b
ENSDARG00000020494	ENSDARP00000006732	ZNF330	ENSPKIG00000012819	ENSPKIP00000032914	znf330
ENSDARG00000014106	ENSDARP00000006783	CFL2	ENSPKIG00000002121	ENSPKIP00000015368	cfl2
ENSDARG00000009470	ENSDARP00000006784	HNF1A	ENSPKIG00000023549	ENSPKIP00000007798	hnf1a
ENSDARG00000020298	ENSDARP00000006800	BTG2	ENSPKIG00000015441	ENSPKIP00000037135	BTG2
ENSDARG00000009753	ENSDARP00000006812	SF3B6	ENSPKIG00000012311	ENSPKIP00000032072	sf3b6
ENSDARG00000020676	ENSDARP00000006875	DPP3	ENSPKIG00000003665	ENSPKIP00000017974	dpp3
ENSDARG00000010948	ENSDARP00000006884	kif11	ENSPKIG00000001508	ENSPKIP00000014452	kif11
ENSDARG00000018956	ENSDARP00000006893	TMEM39B	ENSPKIG00000011617	ENSPKIP00000030931	tmem39b
ENSDARG00000015123	ENSDARP00000006940	dnase1l4.1	ENSPKIG00000013552	ENSPKIP00000034094	dnase1l4.2
ENSDARG00000018049	ENSDARP00000007002	SF3B2	ENSPKIG00000016576	ENSPKIP00000039099	sf3b2
ENSDARG00000012790	ENSDARP00000007148	TMEM161A	ENSPKIG00000010088	ENSPKIP00000028441	tmem161a
ENSDARG00000025174	ENSDARP00000007173	zgc:103482	ENSPKIG00000017795	ENSPKIP00000041111	
ENSDARG00000004051	ENSDARP00000007208		ENSPKIG00000010160	ENSPKIP00000028586	
ENSDARG00000016307	ENSDARP00000007227	MRPL46	ENSPKIG00000014232	ENSPKIP00000035176	mrpl46
ENSDARG00000018623	ENSDARP00000007237	RAD54L	ENSPKIG00000016172	ENSPKIP00000038368	rad54l
ENSDARG00000040352	ENSDARP00000007394	CROT	ENSPKIG00000000024	ENSPKIP00000012123	crot
ENSDARG00000011298	ENSDARP00000007430	ATF7	ENSPKIG00000016778	ENSPKIP00000039446	atf7a
ENSDARG00000020841	ENSDARP00000007431	rbm7	ENSPKIG00000016648	ENSPKIP00000039194	rbm7
ENSDARG00000009113	ENSDARP00000007438	PIGC	ENSPKIG00000008938	ENSPKIP00000026461	pigc
ENSDARG00000032970	ENSDARP00000007446	COX4I1	ENSPKIG00000000311	ENSPKIP00000012560	cox4i1
ENSDARG00000009743	ENSDARP00000007503	EFHC1	ENSPKIG00000004738	ENSPKIP00000019675	efhc1
ENSDARG00000040251	ENSDARP00000007535	CTSK	ENSPKIG00000021458	ENSPKIP00000004340	CTSK
ENSDARG00000016089	ENSDARP00000007564	BICRAL	ENSPKIG00000003292	ENSPKIP00000017336	BICRAL
ENSDARG00000017385	ENSDARP00000007567	B9D2	ENSPKIG00000017799	ENSPKIP00000041126	b9d2
ENSDARG00000006840	ENSDARP00000007584	GNMT	ENSPKIG00000022265	ENSPKIP00000005689	gnmt
ENSDARG00000004363	ENSDARP00000007599	LHFPL6	ENSPKIG00000002568	ENSPKIP00000016083	LHFPL6
ENSDARG00000016484	ENSDARP00000007628	DKC1	ENSPKIG00000008443	ENSPKIP00000025677	dkc1
ENSDARG00000001777	ENSDARP00000007708	NUP155	ENSPKIG00000019534	ENSPKIP00000001133	nup155
ENSDARG00000020217	ENSDARP00000007713	CPSF4	ENSPKIG00000014278	ENSPKIP00000035262	cpsf4
ENSDARG00000011841	ENSDARP00000007716	ATP5MG	ENSPKIG00000018506	ENSPKIP00000011398	atp5l
ENSDARG00000070723	ENSDARP00000007735	NDUFA9	ENSPKIG00000024032	ENSPKIP00000008621	ndufa9a
ENSDARG00000041735	ENSDARP00000007797	TMEM237	ENSPKIG00000008472	ENSPKIP00000025722	TMEM237
ENSDARG00000004794	ENSDARP00000007809	CCDC146	ENSPKIG00000020623	ENSPKIP00000002915	ccdc146
ENSDARG00000016864	ENSDARP00000007817	FARSB	ENSPKIG00000006661	ENSPKIP00000022826	farsb
ENSDARG00000020311	ENSDARP00000007824	CNIH1	ENSPKIG00000013438	ENSPKIP00000033894	cnih1
ENSDARG00000012747	ENSDARP00000007832	RER1	ENSPKIG00000012231	ENSPKIP00000031945	RER1
ENSDARG00000014101	ENSDARP00000007840	pyroxd2	ENSPKIG00000008509	ENSPKIP00000025844	pyroxd2
ENSDARG00000004497	ENSDARP00000007865	TSPAN33	ENSPKIG00000008773	ENSPKIP00000026204	tspan33a
ENSDARG00000014866	ENSDARP00000008019	hprt1l	ENSPKIG00000010177	ENSPKIP00000028617	hprt1l
ENSDARG00000011885	ENSDARP00000008022	MRPL19	ENSPKIG00000004696	ENSPKIP00000019585	mrpl19
ENSDARG00000020237	ENSDARP00000008075	MC1R	ENSPKIG00000019904	ENSPKIP00000001709	mc1r
ENSDARG00000023916	ENSDARP00000008140	phactr1	ENSPKIG00000003807	ENSPKIP00000018163	PHACTR1
ENSDARG00000011683	ENSDARP00000008181	prtfdc1b	ENSPKIG00000002475	ENSPKIP00000015946	prtfdc1b
ENSDARG00000094080	ENSDARP00000008206	or30bt1	ENSPKIG00000000459	ENSPKIP00000012774	
ENSDARG00000018562	ENSDARP00000008262	COPE	ENSPKIG00000000623	ENSPKIP00000013067	cope
ENSDARG00000004015	ENSDARP00000008265	ADCYAP1	ENSPKIG00000010573	ENSPKIP00000029301	ADCYAP1
ENSDARG00000003865	ENSDARP00000008287	pard6b	ENSPKIG00000024001	ENSPKIP00000008559	pard6b
ENSDARG00000017785	ENSDARP00000008305	zgc:158689	ENSPKIG00000011631	ENSPKIP00000030968	zgc:158689
ENSDARG00000021239	ENSDARP00000008347	APAF1	ENSPKIG00000005791	ENSPKIP00000021399	apaf1
ENSDARG00000019529	ENSDARP00000008364	PARP1	ENSPKIG00000006039	ENSPKIP00000021872	parp1
ENSDARG00000008953	ENSDARP00000008366	POFUT1	ENSPKIG00000005881	ENSPKIP00000021531	pofut1
ENSDARG00000007477	ENSDARP00000008391	FBXO8	ENSPKIG00000010171	ENSPKIP00000028591	fbxo8
ENSDARG00000006642	ENSDARP00000008399	DRG2	ENSPKIG00000017492	ENSPKIP00000040601	drg2
ENSDARG00000025507	ENSDARP00000008451	WDR24	ENSPKIG00000006666	ENSPKIP00000022797	wdr24
ENSDARG00000005897	ENSDARP00000008455	DERA	ENSPKIG00000021666	ENSPKIP00000004659	dera
ENSDARG00000013533	ENSDARP00000008458	HOXB4	ENSPKIG00000000416	ENSPKIP00000012704	hoxb4a
