Species1GeneID	Species1ProteinID	Species1GeneName	Species2GeneID	Species2ProteinID	Species2GeneName
ENSG00000023734	ENSP00000025399	STRAP	ENSPKIG00000007718	ENSPKIP00000024497	strap
ENSG00000007541	ENSP00000026218	PIGQ	ENSPKIG00000019710	ENSPKIP00000001423	pigq
ENSG00000079112	ENSP00000027335	CDH17	ENSPKIG00000014915	ENSPKIP00000036304	cdh17
ENSG00000027847	ENSP00000029410	B4GALT7	ENSPKIG00000010180	ENSPKIP00000028626	b4galt7
ENSG00000034713	ENSP00000037243	GABARAPL2	ENSPKIG00000004911	ENSPKIP00000019947	GABARAPL2
ENSG00000034971	ENSP00000037502	MYOC	ENSPKIG00000009176	ENSPKIP00000026875	myoc
ENSG00000037965	ENSP00000040584	HOXC8	ENSPKIG00000003163	ENSPKIP00000017112	hoxc8a
ENSG00000037757	ENSP00000040663	MRI1	ENSPKIG00000003387	ENSPKIP00000017516	mri1
ENSG00000059588	ENSP00000040877	TARBP1	ENSPKIG00000016716	ENSPKIP00000039319	TARBP1
ENSG00000041357	ENSP00000044462	PSMA4	ENSPKIG00000012736	ENSPKIP00000032787	psma4
ENSG00000043462	ENSP00000046794	LCP2	ENSPKIG00000017751	ENSPKIP00000041039	lcp2a
ENSG00000011465	ENSP00000052754	DCN	ENSPKIG00000005086	ENSPKIP00000020235	dcn
ENSG00000030582	ENSP00000053867	GRN	ENSPKIG00000004991	ENSPKIP00000020068	grnb
ENSG00000041988	ENSP00000054650	THAP3	ENSPKIG00000009115	ENSPKIP00000026797	THAP3
ENSG00000049245	ENSP00000054666	VAMP3	ENSPKIG00000015519	ENSPKIP00000037262	
ENSG00000049449	ENSP00000054950	RCN1	ENSPKIG00000023500	ENSPKIP00000007712	RCN1
ENSG00000049541	ENSP00000055077	RFC2	ENSPKIG00000015469	ENSPKIP00000037198	rfc2
ENSG00000050030	ENSP00000055682	NEXMIF	ENSPKIG00000022363	ENSPKIP00000005845	NEXMIF
ENSG00000054803	ENSP00000064571	CBLN4	ENSPKIG00000007259	ENSPKIP00000023753	cbln4
ENSG00000013297	ENSP00000064724	CLDN11	ENSPKIG00000020606	ENSPKIP00000002883	cldn11a
ENSG00000054965	ENSP00000064778	FAM168A	ENSPKIG00000024158	ENSPKIP00000008821	fam168a
ENSG00000054967	ENSP00000064780	RELT	ENSPKIG00000024107	ENSPKIP00000008736	relt
ENSG00000057294	ENSP00000070846	PKP2	ENSPKIG00000025419	ENSPKIP00000010876	
ENSG00000133597	ENSP00000072869	ADCK2	ENSPKIG00000007208	ENSPKIP00000023687	ADCK2
ENSG00000060140	ENSP00000075503	STYK1	ENSPKIG00000010649	ENSPKIP00000029374	si:ch73-206d17.1
ENSG00000060566	ENSP00000078445	CREB3L3	ENSPKIG00000011068	ENSPKIP00000030066	
ENSG00000061794	ENSP00000081029	MRPS35	ENSPKIG00000007441	ENSPKIP00000024035	mrps35
ENSG00000062725	ENSP00000083182	APPBP2	ENSPKIG00000000485	ENSPKIP00000012832	appbp2
ENSG00000063241	ENSP00000085068	ISOC2	ENSPKIG00000001726	ENSPKIP00000014771	isoc2
ENSG00000012124	ENSP00000085219	CD22	ENSPKIG00000006528	ENSPKIP00000022609	si:dkey-33i11.1
ENSG00000021776	ENSP00000156471	AQR	ENSPKIG00000003825	ENSPKIP00000018225	aqr
ENSG00000070526	ENSP00000156626	ST6GALNAC1	ENSPKIG00000008877	ENSPKIP00000026351	st6galnac1.1
ENSG00000071282	ENSP00000157600	LMCD1	ENSPKIG00000010590	ENSPKIP00000029286	lmcd1
ENSG00000072849	ENSP00000158771	DERL2	ENSPKIG00000018226	ENSPKIP00000041842	derl2
ENSG00000074855	ENSP00000159087	ANO8	ENSPKIG00000008807	ENSPKIP00000026339	ANO8
ENSG00000077063	ENSP00000160373	CTTNBP2	ENSPKIG00000025537	ENSPKIP00000011090	cttnbp2
ENSG00000047188	ENSP00000161863	YTHDC2	ENSPKIG00000016010	ENSPKIP00000038122	YTHDC2
ENSG00000064545	ENSP00000162044	TMEM161A	ENSPKIG00000010088	ENSPKIP00000028441	tmem161a
ENSG00000066455	ENSP00000163416	GOLGA5	ENSPKIG00000002616	ENSPKIP00000016168	golga5
ENSG00000069399	ENSP00000164227	BCL3	ENSPKIG00000024244	ENSPKIP00000008959	bcl3
ENSG00000071677	ENSP00000165524	PRLH	ENSPKIG00000017044	ENSPKIP00000039832	prlh2
ENSG00000070404	ENSP00000166139	FSTL3	ENSPKIG00000024504	ENSPKIP00000009375	fstl3
ENSG00000071539	ENSP00000166345	TRIP13	ENSPKIG00000019468	ENSPKIP00000001047	trip13
ENSG00000071246	ENSP00000167106	VASH1	ENSPKIG00000003394	ENSPKIP00000017506	VASH1
ENSG00000072506	ENSP00000168216	HSD17B10	ENSPKIG00000005700	ENSPKIP00000021231	hsd17b10
ENSG00000075388	ENSP00000168712	FGF4	ENSPKIG00000017244	ENSPKIP00000040171	fgf4
ENSG00000073849	ENSP00000169298	ST6GAL1	ENSPKIG00000019171	ENSPKIP00000000542	st6gal1
ENSG00000075336	ENSP00000169551	TIMM21	ENSPKIG00000005119	ENSPKIP00000020281	timm21
ENSG00000079313	ENSP00000170168	REXO1	ENSPKIG00000013884	ENSPKIP00000034626	rexo1
ENSG00000076650	ENSP00000170564	GPATCH1	ENSPKIG00000020745	ENSPKIP00000003108	gpatch1
ENSG00000078589	ENSP00000171757	P2RY10	ENSPKIG00000021721	ENSPKIP00000004733	p2ry10
ENSG00000064300	ENSP00000172229	NGFR	ENSPKIG00000018825	ENSPKIP00000042048	ngfrb
ENSG00000066583	ENSP00000173527	ISOC1	ENSPKIG00000021245	ENSPKIP00000003949	isoc1
ENSG00000070444	ENSP00000174618	MNT	ENSPKIG00000018523	ENSPKIP00000011431	mntb
ENSG00000068697	ENSP00000175091	LAPTM4A	ENSPKIG00000023157	ENSPKIP00000007147	LAPTM4A
ENSG00000072135	ENSP00000175756	PTPN18	ENSPKIG00000015834	ENSPKIP00000037784	ptpn18
ENSG00000074071	ENSP00000177742	MRPS34	ENSPKIG00000022331	ENSPKIP00000005793	mrps34
ENSG00000074410	ENSP00000178638	CA12	ENSPKIG00000007299	ENSPKIP00000023847	
ENSG00000137764	ENSP00000178640	MAP2K5	ENSPKIG00000015970	ENSPKIP00000038049	map2k5
ENSG00000078237	ENSP00000179259	TIGAR	ENSPKIG00000017112	ENSPKIP00000039952	tigara
ENSG00000078579	ENSP00000180166	FGF20	ENSPKIG00000006061	ENSPKIP00000021804	FGF20
ENSG00000080618	ENSP00000181383	CPB2	ENSPKIG00000002033	ENSPKIP00000015255	cpb2
ENSG00000065809	ENSP00000181796	FAM107B	ENSPKIG00000025186	ENSPKIP00000010482	fam107b
ENSG00000065308	ENSP00000182527	TRAM2	ENSPKIG00000016877	ENSPKIP00000039575	tram2
ENSG00000065518	ENSP00000184266	NDUFB4	ENSPKIG00000025118	ENSPKIP00000010371	ndufb4
ENSG00000068097	ENSP00000184956	HEATR6	ENSPKIG00000012969	ENSPKIP00000033155	heatr6
ENSG00000068912	ENSP00000185150	ERLEC1	ENSPKIG00000015930	ENSPKIP00000037945	erlec1
ENSG00000112782	ENSP00000185206	CLIC5	ENSPKIG00000004188	ENSPKIP00000018732	clic5b
ENSG00000072954	ENSP00000187762	TMEM38A	ENSPKIG00000006981	ENSPKIP00000023295	tmem38a
ENSG00000075089	ENSP00000188312	ACTR6	ENSPKIG00000005971	ENSPKIP00000021661	actr6
ENSG00000064218	ENSP00000190165	DMRT3	ENSPKIG00000003109	ENSPKIP00000017016	dmrt3a
ENSG00000154252	ENSP00000192314	GAL3ST2	ENSPKIG00000009144	ENSPKIP00000026824	GAL3ST2
ENSG00000081148	ENSP00000193391	IMPG2	ENSPKIG00000020838	ENSPKIP00000003269	impg2b
ENSG00000081791	ENSP00000194118	DELE1	ENSPKIG00000015505	ENSPKIP00000037243	
ENSG00000082146	ENSP00000194530	STRADB	ENSPKIG00000009985	ENSPKIP00000028302	STRADB
ENSG00000084444	ENSP00000197268	FAM234B	ENSPKIG00000007288	ENSPKIP00000023806	fam234b
ENSG00000166391	ENSP00000198801	MOGAT2	ENSPKIG00000013578	ENSPKIP00000034119	mogat2
ENSG00000085872	ENSP00000198939	CHERP	ENSPKIG00000000423	ENSPKIP00000012732	cherp
ENSG00000086288	ENSP00000199447	NME8	ENSPKIG00000017316	ENSPKIP00000040296	nme9
ENSG00000086289	ENSP00000199448	EPDR1	ENSPKIG00000016214	ENSPKIP00000038427	epdr1
ENSG00000086504	ENSP00000199706	MRPL28	ENSPKIG00000010370	ENSPKIP00000028925	mrpl28
ENSG00000086827	ENSP00000200135	ZW10	ENSPKIG00000009001	ENSPKIP00000026613	zw10
ENSG00000132470	ENSP00000200181	ITGB4	ENSPKIG00000022391	ENSPKIP00000006099	itgb4
ENSG00000087077	ENSP00000200457	TRIP6	ENSPKIG00000007321	ENSPKIP00000023846	
ENSG00000087237	ENSP00000200676	CETP	ENSPKIG00000002300	ENSPKIP00000015663	cetp
ENSG00000088002	ENSP00000201586	SULT2B1	ENSPKIG00000025559	ENSPKIP00000011128	sult2st3
ENSG00000088356	ENSP00000202017	PDRG1	ENSPKIG00000005436	ENSPKIP00000020785	pdrg1
ENSG00000089009	ENSP00000202773	RPL6	ENSPKIG00000001407	ENSPKIP00000014286	rpl6
ENSG00000089048	ENSP00000202816	ESF1	ENSPKIG00000024448	ENSPKIP00000009293	esf1
ENSG00000089195	ENSP00000203001	TRMT6	ENSPKIG00000003441	ENSPKIP00000017589	trmt6
ENSG00000089639	ENSP00000203556	GMIP	ENSPKIG00000014174	ENSPKIP00000035100	gmip
ENSG00000089692	ENSP00000203629	LAG3	ENSPKIG00000007152	ENSPKIP00000023577	
ENSG00000089693	ENSP00000203630	MLF2	ENSPKIG00000008704	ENSPKIP00000026087	mlf2
ENSG00000090447	ENSP00000204517	TFAP4	ENSPKIG00000006361	ENSPKIP00000022323	TFAP4
ENSG00000090470	ENSP00000204549	PDCD7	ENSPKIG00000016945	ENSPKIP00000039682	pdcd7
ENSG00000090539	ENSP00000204604	CHRD	ENSPKIG00000013883	ENSPKIP00000034627	chrd
ENSG00000090615	ENSP00000204726	GOLGA3	ENSPKIG00000009961	ENSPKIP00000028288	golga3
ENSG00000090776	ENSP00000204961	EFNB1	ENSPKIG00000013701	ENSPKIP00000034324	efnb1
ENSG00000090863	ENSP00000205061	GLG1	ENSPKIG00000020211	ENSPKIP00000002276	GLG1
ENSG00000157426	ENSP00000205214	AASDH	ENSPKIG00000008688	ENSPKIP00000026063	AASDH
ENSG00000091317	ENSP00000205636	CMTM6	ENSPKIG00000022181	ENSPKIP00000005545	
ENSG00000091583	ENSP00000205948	APOH	ENSPKIG00000005848	ENSPKIP00000021466	APOH
ENSG00000091640	ENSP00000206020	SPAG7	ENSPKIG00000005781	ENSPKIP00000021332	spag7
ENSG00000091947	ENSP00000206380	TMEM101	ENSPKIG00000021086	ENSPKIP00000003686	TMEM101
ENSG00000092036	ENSP00000206474	HAUS4	ENSPKIG00000005146	ENSPKIP00000020326	haus4
ENSG00000092850	ENSP00000207457	TEKT2	ENSPKIG00000003234	ENSPKIP00000017248	tekt2
ENSG00000094804	ENSP00000209728	CDC6	ENSPKIG00000023131	ENSPKIP00000007100	cdc6
ENSG00000094916	ENSP00000209875	CBX5	ENSPKIG00000006288	ENSPKIP00000022174	CBX5
ENSG00000095059	ENSP00000210060	DHPS	ENSPKIG00000004683	ENSPKIP00000019574	dhps
ENSG00000167964	ENSP00000210187	RAB26	ENSPKIG00000023561	ENSPKIP00000007811	RAB26
ENSG00000095261	ENSP00000210313	PSMD5	ENSPKIG00000004218	ENSPKIP00000018789	psmd5
ENSG00000095380	ENSP00000210444	NANS	ENSPKIG00000018490	ENSPKIP00000011367	nansa
ENSG00000156711	ENSP00000211287	MAPK13	ENSPKIG00000009004	ENSPKIP00000026612	mapk13
ENSG00000096717	ENSP00000212015	SIRT1	ENSPKIG00000004943	ENSPKIP00000019993	
ENSG00000099203	ENSP00000214869	TMED1	ENSPKIG00000013530	ENSPKIP00000034038	tmed1b
ENSG00000099617	ENSP00000215368	EFNA2	ENSPKIG00000012338	ENSPKIP00000032122	efna2b
ENSG00000099785	ENSP00000215555	MARCHF2	ENSPKIG00000001364	ENSPKIP00000014212	MARCHF2
ENSG00000099795	ENSP00000215565	NDUFB7	ENSPKIG00000013028	ENSPKIP00000033241	ndufb7
ENSG00000099800	ENSP00000215570	TIMM13	ENSPKIG00000011170	ENSPKIP00000030231	timm13
ENSG00000099804	ENSP00000215574	CDC34	ENSPKIG00000016724	ENSPKIP00000039326	cdc34a
ENSG00000099812	ENSP00000215582	MISP	ENSPKIG00000012191	ENSPKIP00000031869	
ENSG00000099937	ENSP00000215727	SERPIND1	ENSPKIG00000002156	ENSPKIP00000015454	serpind1
ENSG00000099940	ENSP00000215730	SNAP29	ENSPKIG00000002004	ENSPKIP00000015210	snap29
ENSG00000184436	ENSP00000215742	THAP7	ENSPKIG00000006821	ENSPKIP00000023045	thap7
ENSG00000099995	ENSP00000215793	SF3A1	ENSPKIG00000022872	ENSPKIP00000006704	
ENSG00000100053	ENSP00000215855	CRYBB3	ENSPKIG00000016336	ENSPKIP00000038643	CRYBB3
ENSG00000100075	ENSP00000215882	SLC25A1	ENSPKIG00000000028	ENSPKIP00000012122	slc25a1a
ENSG00000100078	ENSP00000215885	PLA2G3	ENSPKIG00000023555	ENSPKIP00000007792	
ENSG00000241360	ENSP00000215904	PDXP	ENSPKIG00000018858	ENSPKIP00000000041	pdxp
ENSG00000128203	ENSP00000215906	ASPHD2	ENSPKIG00000023461	ENSPKIP00000007642	asphd2
ENSG00000100097	ENSP00000215909	LGALS1	ENSPKIG00000003833	ENSPKIP00000018179	lgals2a
ENSG00000100100	ENSP00000215912	PIK3IP1	ENSPKIG00000023271	ENSPKIP00000007334	pik3ip1
ENSG00000100104	ENSP00000215917	SRRD	ENSPKIG00000024711	ENSPKIP00000009704	srrd
ENSG00000100124	ENSP00000215941	ANKRD54	ENSPKIG00000006491	ENSPKIP00000022515	ankrd54
ENSG00000100206	ENSP00000216024	DMC1	ENSPKIG00000007878	ENSPKIP00000024753	dmc1
ENSG00000100209	ENSP00000216027	HSCB	ENSPKIG00000012344	ENSPKIP00000032131	hscb
ENSG00000100211	ENSP00000216029	CBY1	ENSPKIG00000002813	ENSPKIP00000016528	cby1
ENSG00000100216	ENSP00000216034	TOMM22	ENSPKIG00000002598	ENSPKIP00000016144	tomm22
ENSG00000100218	ENSP00000216036	RSPH14	ENSPKIG00000020758	ENSPKIP00000003124	rsph14
ENSG00000100220	ENSP00000216038	RTCB	ENSPKIG00000001881	ENSPKIP00000015048	RTCB
ENSG00000100221	ENSP00000216039	JOSD1	ENSPKIG00000000985	ENSPKIP00000013625	josd1
ENSG00000100246	ENSP00000216068	DNAL4	ENSPKIG00000004101	ENSPKIP00000018572	dnal4a
ENSG00000100253	ENSP00000216075	MIOX	ENSPKIG00000013486	ENSPKIP00000033983	miox
ENSG00000100263	ENSP00000216085	RHBDD3	ENSPKIG00000022986	ENSPKIP00000006879	rhbdd3
ENSG00000100281	ENSP00000216106	HMGXB4	ENSPKIG00000010496	ENSPKIP00000029127	hmgxb4a
ENSG00000184117	ENSP00000216121	NIPSNAP1	ENSPKIG00000012750	ENSPKIP00000032810	nipsnap1
ENSG00000100297	ENSP00000216122	MCM5	ENSPKIG00000006585	ENSPKIP00000022716	mcm5
ENSG00000100299	ENSP00000216124	ARSA	ENSPKIG00000025353	ENSPKIP00000010760	arsa
ENSG00000100304	ENSP00000216129	TTLL12	ENSPKIG00000019466	ENSPKIP00000001043	ttll12
ENSG00000100307	ENSP00000216133	CBX7	ENSPKIG00000003942	ENSPKIP00000018354	cbx7b
ENSG00000100314	ENSP00000216144	CABP7	ENSPKIG00000012439	ENSPKIP00000032274	CABP7
ENSG00000100324	ENSP00000216160	TAB1	ENSPKIG00000007698	ENSPKIP00000024471	TAB1
ENSG00000100348	ENSP00000216185	TXN2	ENSPKIG00000007230	ENSPKIP00000023710	txn2
ENSG00000100353	ENSP00000216190	EIF3D	ENSPKIG00000013892	ENSPKIP00000034674	EIF3D
ENSG00000100380	ENSP00000216218	ST13	ENSPKIG00000003681	ENSPKIP00000017973	st13
ENSG00000100387	ENSP00000216225	RBX1	ENSPKIG00000003639	ENSPKIP00000017898	rbx1
ENSG00000100410	ENSP00000216252	PHF5A	ENSPKIG00000003100	ENSPKIP00000017031	phf5a
ENSG00000100422	ENSP00000216264	CERK	ENSPKIG00000014809	ENSPKIP00000036125	cerk
ENSG00000100429	ENSP00000216271	HDAC10	ENSPKIG00000022112	ENSPKIP00000005437	hdac10
ENSG00000023608	ENSP00000216294	SNAPC1	ENSPKIG00000018455	ENSPKIP00000011314	SNAPC1
ENSG00000100448	ENSP00000216336	CTSG	ENSPKIG00000024618	ENSPKIP00000009543	
ENSG00000100473	ENSP00000216361	COCH	ENSPKIG00000013154	ENSPKIP00000033481	coch
ENSG00000100479	ENSP00000216367	POLE2	ENSPKIG00000023629	ENSPKIP00000007932	pole2
ENSG00000100522	ENSP00000216410	GNPNAT1	ENSPKIG00000003937	ENSPKIP00000018362	gnpnat1
ENSG00000100532	ENSP00000216420	CGRRF1	ENSPKIG00000021984	ENSPKIP00000005205	cgrrf1
ENSG00000100558	ENSP00000216446	PLEK2	ENSPKIG00000002789	ENSPKIP00000016479	plek2
ENSG00000100564	ENSP00000216452	PIGH	ENSPKIG00000021400	ENSPKIP00000004198	pigh
ENSG00000100567	ENSP00000216455	PSMA3	ENSPKIG00000015367	ENSPKIP00000037025	psma3
ENSG00000100580	ENSP00000216468	TMED8	ENSPKIG00000002255	ENSPKIP00000015589	tmed8
ENSG00000100583	ENSP00000216471	SAMD15	ENSPKIG00000002273	ENSPKIP00000015616	
ENSG00000100591	ENSP00000216479	AHSA1	ENSPKIG00000023904	ENSPKIP00000008394	AHSA1
ENSG00000100599	ENSP00000216487	RIN3	ENSPKIG00000021377	ENSPKIP00000004145	RIN3
ENSG00000100601	ENSP00000216489	ALKBH1	ENSPKIG00000014959	ENSPKIP00000036369	alkbh1
ENSG00000100625	ENSP00000216513	SIX4	ENSPKIG00000018158	ENSPKIP00000041706	six4a
ENSG00000100652	ENSP00000216540	SLC10A1	ENSPKIG00000013721	ENSPKIP00000034371	SLC10A1
ENSG00000100664	ENSP00000216554	EIF5	ENSPKIG00000019525	ENSPKIP00000001127	eif5
ENSG00000100711	ENSP00000216602	ZFYVE21	ENSPKIG00000019061	ENSPKIP00000000380	zfyve21
ENSG00000100836	ENSP00000216727	PABPN1	ENSPKIG00000018052	ENSPKIP00000041532	pabpn1
ENSG00000100842	ENSP00000216733	EFS	ENSPKIG00000006817	ENSPKIP00000023098	efs
ENSG00000100906	ENSP00000216797	NFKBIA	ENSPKIG00000009920	ENSPKIP00000028182	nfkbiab
ENSG00000100916	ENSP00000216807	BRMS1L	ENSPKIG00000009472	ENSPKIP00000027393	brms1la
ENSG00000100941	ENSP00000216832	PNN	ENSPKIG00000014281	ENSPKIP00000035253	
ENSG00000019186	ENSP00000216862	CYP24A1	ENSPKIG00000003487	ENSPKIP00000017695	cyp24a1
ENSG00000020256	ENSP00000216923	ZFP64	ENSPKIG00000007097	ENSPKIP00000023489	ZFP64
ENSG00000101057	ENSP00000217026	MYBL2	ENSPKIG00000015741	ENSPKIP00000037651	mybl2b
ENSG00000101138	ENSP00000217109	CSTF1	ENSPKIG00000005323	ENSPKIP00000020615	cstf1
ENSG00000101150	ENSP00000217121	TPD52L2	ENSPKIG00000004820	ENSPKIP00000019782	tpd52l2b
ENSG00000101187	ENSP00000217159	SLCO4A1	ENSPKIG00000006158	ENSPKIP00000021954	SLCO4A1
ENSG00000185019	ENSP00000217173	UBOX5	ENSPKIG00000019036	ENSPKIP00000000329	ubox5
ENSG00000125508	ENSP00000217188	SRMS	ENSPKIG00000004727	ENSPKIP00000019651	srms
ENSG00000101220	ENSP00000217195	ADISSP	ENSPKIG00000013610	ENSPKIP00000034187	ADISSP
ENSG00000101400	ENSP00000217381	SNTA1	ENSPKIG00000010628	ENSPKIP00000029359	SNTA1
ENSG00000101421	ENSP00000217402	CHMP4B	ENSPKIG00000004747	ENSPKIP00000019671	CHMP4B
ENSG00000101438	ENSP00000217420	SLC32A1	ENSPKIG00000003580	ENSPKIP00000017804	slc32a1
ENSG00000101444	ENSP00000217426	AHCY	ENSPKIG00000004778	ENSPKIP00000019719	ahcy
ENSG00000101464	ENSP00000217446	PIGU	ENSPKIG00000005277	ENSPKIP00000020554	pigu
ENSG00000101473	ENSP00000217455	ACOT8	ENSPKIG00000015570	ENSPKIP00000037364	acot8
ENSG00000101474	ENSP00000217456	APMAP	ENSPKIG00000009133	ENSPKIP00000026802	apmap
ENSG00000091164	ENSP00000217515	TXNL1	ENSPKIG00000020256	ENSPKIP00000002330	txnl1
ENSG00000067829	ENSP00000217901	IDH3G	ENSPKIG00000016241	ENSPKIP00000038491	idh3g
ENSG00000077713	ENSP00000217909	SLC25A43	ENSPKIG00000018978	ENSPKIP00000000226	slc25a43
ENSG00000101843	ENSP00000217958	PSMD10	ENSPKIG00000021992	ENSPKIP00000005236	psmd10
ENSG00000101856	ENSP00000217971	PGRMC1	ENSPKIG00000009013	ENSPKIP00000026597	pgrmc1
ENSG00000101888	ENSP00000218004	NXT2	ENSPKIG00000022011	ENSPKIP00000005273	nxt2
ENSG00000101892	ENSP00000218008	ATP1B4	ENSPKIG00000013785	ENSPKIP00000034459	ATP1B4
ENSG00000101940	ENSP00000218056	WDR13	ENSPKIG00000010852	ENSPKIP00000029752	wdr13
ENSG00000102218	ENSP00000218340	RP2	ENSPKIG00000022632	ENSPKIP00000006292	rp2
ENSG00000102241	ENSP00000218364	HTATSF1	ENSPKIG00000024852	ENSPKIP00000009958	htatsf1
ENSG00000102313	ENSP00000218436	ITIH6	ENSPKIG00000024491	ENSPKIP00000009358	itih6
ENSG00000102471	ENSP00000218652	NDFIP2	ENSPKIG00000019776	ENSPKIP00000001504	ndfip2
ENSG00000102683	ENSP00000218867	SGCG	ENSPKIG00000011825	ENSPKIP00000031291	sgcg
ENSG00000065057	ENSP00000219066	NTHL1	ENSPKIG00000002768	ENSPKIP00000016457	NTHL1
ENSG00000091651	ENSP00000219097	ORC6	ENSPKIG00000004775	ENSPKIP00000019726	orc6
ENSG00000125149	ENSP00000219139	PHAF1	ENSPKIG00000002016	ENSPKIP00000015251	phaf1
ENSG00000102924	ENSP00000219197	CBLN1	ENSPKIG00000002929	ENSPKIP00000016725	cbln1
ENSG00000102934	ENSP00000219207	PLLP	ENSPKIG00000022030	ENSPKIP00000005310	pllp
ENSG00000102967	ENSP00000219240	DHODH	ENSPKIG00000023908	ENSPKIP00000008404	dhodh
ENSG00000102978	ENSP00000219252	POLR2C	ENSPKIG00000005228	ENSPKIP00000020454	polr2c
ENSG00000102981	ENSP00000219255	PARD6A	ENSPKIG00000001351	ENSPKIP00000014192	pard6a
ENSG00000103005	ENSP00000219281	USB1	ENSPKIG00000015109	ENSPKIP00000036616	USB1
ENSG00000103021	ENSP00000219299	CFAP263	ENSPKIG00000015150	ENSPKIP00000036667	cfap263
ENSG00000103024	ENSP00000219302	NME3	ENSPKIG00000022312	ENSPKIP00000005761	nme3
ENSG00000103035	ENSP00000219313	PSMD7	ENSPKIG00000001844	ENSPKIP00000014991	psmd7
ENSG00000103037	ENSP00000219315	SETD6	ENSPKIG00000023460	ENSPKIP00000007643	setd6
ENSG00000103056	ENSP00000219334	SMPD3	ENSPKIG00000015630	ENSPKIP00000037447	smpd3
ENSG00000103066	ENSP00000219345	PLA2G15	ENSPKIG00000015085	ENSPKIP00000036562	pla2g15
ENSG00000103089	ENSP00000219368	FA2H	ENSPKIG00000015233	ENSPKIP00000036794	fa2h
ENSG00000185615	ENSP00000219406	PDIA2	ENSPKIG00000020330	ENSPKIP00000002435	pdia2
ENSG00000103152	ENSP00000219431	MPG	ENSPKIG00000020918	ENSPKIP00000003391	mpg
ENSG00000103160	ENSP00000219439	HSDL1	ENSPKIG00000013727	ENSPKIP00000034365	hsdl1
ENSG00000103266	ENSP00000219548	STUB1	ENSPKIG00000007913	ENSPKIP00000024843	STUB1
