Species1GeneID	Species1ProteinID	Species1GeneName	Species2GeneID	Species2ProteinID	Species2GeneName
ENSG00000011465	ENSP00000052754	DCN	ENSEEEG00000014022	ENSEEEP00000029266	DCN
ENSG00000030582	ENSP00000053867	GRN	ENSEEEG00000001016	ENSEEEP00000001586	grnb
ENSG00000041988	ENSP00000054650	THAP3	ENSEEEG00000022756	ENSEEEP00000048320	THAP3
ENSG00000049245	ENSP00000054666	VAMP3	ENSEEEG00000014435	ENSEEEP00000030112	VAMP3
ENSG00000049449	ENSP00000054950	RCN1	ENSEEEG00000028727	ENSEEEP00000060348	rcn1
ENSG00000049541	ENSP00000055077	RFC2	ENSEEEG00000005052	ENSEEEP00000010158	RFC2
ENSG00000050030	ENSP00000055682	NEXMIF	ENSEEEG00000005846	ENSEEEP00000011623	NEXMIF
ENSG00000054803	ENSP00000064571	CBLN4	ENSEEEG00000023775	ENSEEEP00000050554	CBLN4
ENSG00000013297	ENSP00000064724	CLDN11	ENSEEEG00000007109	ENSEEEP00000014298	cldn11a
ENSG00000054965	ENSP00000064778	FAM168A	ENSEEEG00000023458	ENSEEEP00000062479	FAM168A
ENSG00000054967	ENSP00000064780	RELT	ENSEEEG00000023462	ENSEEEP00000049905	RELT
ENSG00000057294	ENSP00000070846	PKP2	ENSEEEG00000022106	ENSEEEP00000046962	PKP2
ENSG00000133597	ENSP00000072869	ADCK2	ENSEEEG00000017842	ENSEEEP00000037526	ADCK2
ENSG00000060140	ENSP00000075503	STYK1	ENSEEEG00000023989	ENSEEEP00000051084	styk1b
ENSG00000060566	ENSP00000078445	CREB3L3	ENSEEEG00000022509	ENSEEEP00000047821	creb3l3a
ENSG00000061794	ENSP00000081029	MRPS35	ENSEEEG00000026061	ENSEEEP00000056628	MRPS35
ENSG00000062725	ENSP00000083182	APPBP2	ENSEEEG00000024588	ENSEEEP00000052497	APPBP2
ENSG00000063177	ENSP00000084795	RPL18	ENSEEEG00000021210	ENSEEEP00000044946	rpl18
ENSG00000063241	ENSP00000085068	ISOC2	ENSEEEG00000012743	ENSEEEP00000026322	ISOC2
ENSG00000012124	ENSP00000085219	CD22	ENSEEEG00000001527	ENSEEEP00000002645	si:dkey-24p1.1
ENSG00000053918	ENSP00000155840	KCNQ1	ENSEEEG00000018760	ENSEEEP00000039495	KCNQ1
ENSG00000071575	ENSP00000155926	TRIB2	ENSEEEG00000012514	ENSEEEP00000025816	TRIB2
ENSG00000021776	ENSP00000156471	AQR	ENSEEEG00000008519	ENSEEEP00000018673	AQR
ENSG00000070526	ENSP00000156626	ST6GALNAC1	ENSEEEG00000019932	ENSEEEP00000042194	st6galnac1.1
ENSG00000071282	ENSP00000157600	LMCD1	ENSEEEG00000010240	ENSEEEP00000021000	lmcd1
ENSG00000072849	ENSP00000158771	DERL2	ENSEEEG00000004916	ENSEEEP00000009655	DERL2
ENSG00000074855	ENSP00000159087	ANO8	ENSEEEG00000014532	ENSEEEP00000030315	ano8b
ENSG00000077063	ENSP00000160373	CTTNBP2	ENSEEEG00000021553	ENSEEEP00000045720	CTTNBP2
ENSG00000047188	ENSP00000161863	YTHDC2	ENSEEEG00000017008	ENSEEEP00000036038	YTHDC2
ENSG00000064545	ENSP00000162044	TMEM161A	ENSEEEG00000022458	ENSEEEP00000047716	TMEM161A
ENSG00000066455	ENSP00000163416	GOLGA5	ENSEEEG00000022932	ENSEEEP00000048740	GOLGA5
ENSG00000069399	ENSP00000164227	BCL3	ENSEEEG00000009455	ENSEEEP00000019302	BCL3
ENSG00000070404	ENSP00000166139	FSTL3	ENSEEEG00000022476	ENSEEEP00000047753	FSTL3
ENSG00000071539	ENSP00000166345	TRIP13	ENSEEEG00000010432	ENSEEEP00000021479	TRIP13
ENSG00000071246	ENSP00000167106	VASH1	ENSEEEG00000009301	ENSEEEP00000018969	VASH1
ENSG00000072506	ENSP00000168216	HSD17B10	ENSEEEG00000005824	ENSEEEP00000011565	HSD17B10
ENSG00000075336	ENSP00000169551	TIMM21	ENSEEEG00000001590	ENSEEEP00000055606	TIMM21
ENSG00000079313	ENSP00000170168	REXO1	ENSEEEG00000006048	ENSEEEP00000062598	REXO1
ENSG00000076650	ENSP00000170564	GPATCH1	ENSEEEG00000018121	ENSEEEP00000038257	GPATCH1
ENSG00000078589	ENSP00000171757	P2RY10	ENSEEEG00000022588	ENSEEEP00000047956	P2RY10
ENSG00000064300	ENSP00000172229	NGFR	ENSEEEG00000022859	ENSEEEP00000048577	ngfrb
ENSG00000066583	ENSP00000173527	ISOC1	ENSEEEG00000017469	ENSEEEP00000036806	ISOC1
ENSG00000070444	ENSP00000174618	MNT	ENSEEEG00000018993	ENSEEEP00000040063	mntb
ENSG00000068697	ENSP00000175091	LAPTM4A	ENSEEEG00000014382	ENSEEEP00000030000	LAPTM4A
ENSG00000072135	ENSP00000175756	PTPN18	ENSEEEG00000000380	ENSEEEP00000000527	ptpn18
ENSG00000074071	ENSP00000177742	MRPS34	ENSEEEG00000015917	ENSEEEP00000033484	MRPS34
ENSG00000074410	ENSP00000178638	CA12	ENSEEEG00000001658	ENSEEEP00000002900	CA12
ENSG00000137764	ENSP00000178640	MAP2K5	ENSEEEG00000020174	ENSEEEP00000042756	MAP2K5
ENSG00000078237	ENSP00000179259	TIGAR	ENSEEEG00000024034	ENSEEEP00000051204	tigarb
ENSG00000078579	ENSP00000180166	FGF20	ENSEEEG00000020008	ENSEEEP00000042350	fgf20b
ENSG00000080618	ENSP00000181383	CPB2	ENSEEEG00000008298	ENSEEEP00000016739	CPB2
ENSG00000065809	ENSP00000181796	FAM107B	ENSEEEG00000003460	ENSEEEP00000006546	FAM107B
ENSG00000065308	ENSP00000182527	TRAM2	ENSEEEG00000021195	ENSEEEP00000044907	TRAM2
ENSG00000065518	ENSP00000184266	NDUFB4	ENSEEEG00000009065	ENSEEEP00000018448	NDUFB4
ENSG00000068097	ENSP00000184956	HEATR6	ENSEEEG00000019241	ENSEEEP00000040647	HEATR6
ENSG00000068912	ENSP00000185150	ERLEC1	ENSEEEG00000008834	ENSEEEP00000017905	ERLEC1
ENSG00000112782	ENSP00000185206	CLIC5	ENSEEEG00000012658	ENSEEEP00000026182	clic5b
ENSG00000072954	ENSP00000187762	TMEM38A	ENSEEEG00000021834	ENSEEEP00000046380	TMEM38A
ENSG00000075089	ENSP00000188312	ACTR6	ENSEEEG00000021556	ENSEEEP00000045872	ACTR6
ENSG00000064218	ENSP00000190165	DMRT3	ENSEEEG00000003065	ENSEEEP00000005790	dmrt3a
ENSG00000154252	ENSP00000192314	GAL3ST2	ENSEEEG00000000433	ENSEEEP00000000621	GAL3ST2
ENSG00000081148	ENSP00000193391	IMPG2	ENSEEEG00000022254	ENSEEEP00000047283	impg2b
ENSG00000081791	ENSP00000194118	DELE1	ENSEEEG00000004899	ENSEEEP00000009594	TTC23
ENSG00000082146	ENSP00000194530	STRADB	ENSEEEG00000003378	ENSEEEP00000006348	STRADB
ENSG00000084444	ENSP00000197268	FAM234B	ENSEEEG00000010107	ENSEEEP00000020715	fam234b
ENSG00000166391	ENSP00000198801	MOGAT2	ENSEEEG00000013843	ENSEEEP00000028928	MOGAT2
ENSG00000085872	ENSP00000198939	CHERP	ENSEEEG00000010143	ENSEEEP00000020792	CHERP
ENSG00000086232	ENSP00000199389	EIF2AK1	ENSEEEG00000010339	ENSEEEP00000021213	EIF2AK1
ENSG00000086288	ENSP00000199447	NME8	ENSEEEG00000021056	ENSEEEP00000044597	NME8
ENSG00000086289	ENSP00000199448	EPDR1	ENSEEEG00000023577	ENSEEEP00000050119	EPDR1
ENSG00000086504	ENSP00000199706	MRPL28	ENSEEEG00000012341	ENSEEEP00000025428	MRPL28
ENSG00000086827	ENSP00000200135	ZW10	ENSEEEG00000004568	ENSEEEP00000008869	ZW10
ENSG00000132470	ENSP00000200181	ITGB4	ENSEEEG00000016876	ENSEEEP00000035449	itgb4
ENSG00000087077	ENSP00000200457	TRIP6	ENSEEEG00000000757	ENSEEEP00000001131	TRIP6
ENSG00000087237	ENSP00000200676	CETP	ENSEEEG00000022399	ENSEEEP00000047581	cetp
ENSG00000087510	ENSP00000201031	TFAP2C	ENSEEEG00000007781	ENSEEEP00000015710	TFAP2A
ENSG00000088002	ENSP00000201586	SULT2B1	ENSEEEG00000005760	ENSEEEP00000011391	sult2st3
ENSG00000088320	ENSP00000201979	REM1	ENSEEEG00000008008	ENSEEEP00000016166	REM1
ENSG00000088356	ENSP00000202017	PDRG1	ENSEEEG00000025577	ENSEEEP00000062962	
ENSG00000089009	ENSP00000202773	RPL6	ENSEEEG00000015200	ENSEEEP00000062448	rpl6
ENSG00000089048	ENSP00000202816	ESF1	ENSEEEG00000017455	ENSEEEP00000036771	ESF1
ENSG00000089195	ENSP00000203001	TRMT6	ENSEEEG00000012462	ENSEEEP00000025713	TRMT6
ENSG00000010256	ENSP00000203407	UQCRC1	ENSEEEG00000024345	ENSEEEP00000051988	UQCRC1
ENSG00000089639	ENSP00000203556	GMIP	ENSEEEG00000020355	ENSEEEP00000043115	GMIP
ENSG00000089692	ENSP00000203629	LAG3	ENSEEEG00000021209	ENSEEEP00000044931	pkp3b
ENSG00000089693	ENSP00000203630	MLF2	ENSEEEG00000007593	ENSEEEP00000015269	MLF2
ENSG00000090447	ENSP00000204517	TFAP4	ENSEEEG00000027907	ENSEEEP00000058927	TFAP4
ENSG00000090470	ENSP00000204549	PDCD7	ENSEEEG00000025762	ENSEEEP00000056510	PDCD7
ENSG00000090487	ENSP00000204566	SPG21	ENSEEEG00000015398	ENSEEEP00000032293	SPG21
ENSG00000090539	ENSP00000204604	CHRD	ENSEEEG00000001292	ENSEEEP00000002112	CHRD
ENSG00000090615	ENSP00000204726	GOLGA3	ENSEEEG00000009696	ENSEEEP00000053783	GOLGA3
ENSG00000090776	ENSP00000204961	EFNB1	ENSEEEG00000002152	ENSEEEP00000004030	EFNB1
ENSG00000090971	ENSP00000205194	NAT14	ENSEEEG00000028385	ENSEEEP00000060448	NAT14
ENSG00000157426	ENSP00000205214	AASDH	ENSEEEG00000019240	ENSEEEP00000040613	AASDH
ENSG00000091583	ENSP00000205948	APOH	ENSEEEG00000005660	ENSEEEP00000056303	APOH
ENSG00000091640	ENSP00000206020	SPAG7	ENSEEEG00000015288	ENSEEEP00000032053	SPAG7
ENSG00000091947	ENSP00000206380	TMEM101	ENSEEEG00000004075	ENSEEEP00000007788	TMEM101
ENSG00000092036	ENSP00000206474	HAUS4	ENSEEEG00000007976	ENSEEEP00000016119	haus4
ENSG00000092850	ENSP00000207457	TEKT2	ENSEEEG00000007327	ENSEEEP00000014736	TEKT2
ENSG00000094804	ENSP00000209728	CDC6	ENSEEEG00000017128	ENSEEEP00000036001	CDC6
ENSG00000094916	ENSP00000209875	CBX5	ENSEEEG00000028519	ENSEEEP00000059106	CBX5
ENSG00000095059	ENSP00000210060	DHPS	ENSEEEG00000017892	ENSEEEP00000037616	dhps
ENSG00000167964	ENSP00000210187	RAB26	ENSEEEG00000001498	ENSEEEP00000002596	RAB26
ENSG00000095261	ENSP00000210313	PSMD5	ENSEEEG00000010186	ENSEEEP00000020885	PSMD5
ENSG00000156711	ENSP00000211287	MAPK13	ENSEEEG00000022296	ENSEEEP00000047588	MAPK13
ENSG00000096717	ENSP00000212015	SIRT1	ENSEEEG00000016808	ENSEEEP00000035306	SIRT1
ENSG00000099365	ENSP00000215095	STX1B	ENSEEEG00000016619	ENSEEEP00000053351	STX1B
ENSG00000099785	ENSP00000215555	MARCHF2	ENSEEEG00000026969	ENSEEEP00000058565	march2
ENSG00000099795	ENSP00000215565	NDUFB7	ENSEEEG00000021294	ENSEEEP00000045099	NDUFB7
ENSG00000099800	ENSP00000215570	TIMM13	ENSEEEG00000011773	ENSEEEP00000024273	TIMM13
ENSG00000099804	ENSP00000215574	CDC34	ENSEEEG00000027695	ENSEEEP00000055149	cdc34a
ENSG00000099812	ENSP00000215582	MISP	ENSEEEG00000024257	ENSEEEP00000051657	si:ch211-262i1.3
ENSG00000188130	ENSP00000215659	MAPK12	ENSEEEG00000001618	ENSEEEP00000002820	mapk12b
ENSG00000099937	ENSP00000215727	SERPIND1	ENSEEEG00000005229	ENSEEEP00000010331	SERPIND1
ENSG00000099940	ENSP00000215730	SNAP29	ENSEEEG00000005211	ENSEEEP00000010288	SNAP29
ENSG00000184436	ENSP00000215742	THAP7	ENSEEEG00000000975	ENSEEEP00000001504	THAP7
ENSG00000099995	ENSP00000215793	SF3A1	ENSEEEG00000019119	ENSEEEP00000040400	SF3A1
ENSG00000184979	ENSP00000215794	USP18	ENSEEEG00000024037	ENSEEEP00000051209	usp18
ENSG00000100078	ENSP00000215885	PLA2G3	ENSEEEG00000021891	ENSEEEP00000046470	ZNF800
ENSG00000241360	ENSP00000215904	PDXP	ENSEEEG00000021309	ENSEEEP00000045136	PDXP
ENSG00000128203	ENSP00000215906	ASPHD2	ENSEEEG00000023855	ENSEEEP00000050776	ASPHD2
ENSG00000100097	ENSP00000215909	LGALS1	ENSEEEG00000020057	ENSEEEP00000042478	lgals2a
ENSG00000100100	ENSP00000215912	PIK3IP1	ENSEEEG00000023004	ENSEEEP00000048938	PIK3IP1
ENSG00000100104	ENSP00000215917	SRRD	ENSEEEG00000011288	ENSEEEP00000023283	SRRD
ENSG00000100124	ENSP00000215941	ANKRD54	ENSEEEG00000008033	ENSEEEP00000016228	ANKRD54
ENSG00000100206	ENSP00000216024	DMC1	ENSEEEG00000010572	ENSEEEP00000021955	DMC1
ENSG00000100209	ENSP00000216027	HSCB	ENSEEEG00000009550	ENSEEEP00000019478	si:ch211-207k7.4
ENSG00000100211	ENSP00000216029	CBY1	ENSEEEG00000011111	ENSEEEP00000022894	CBY1
ENSG00000100216	ENSP00000216034	TOMM22	ENSEEEG00000010680	ENSEEEP00000021990	TOMM22
ENSG00000100218	ENSP00000216036	RSPH14	ENSEEEG00000008418	ENSEEEP00000016990	RSPH14
ENSG00000100220	ENSP00000216038	RTCB	ENSEEEG00000001893	ENSEEEP00000003387	RTCB
ENSG00000100221	ENSP00000216039	JOSD1	ENSEEEG00000024962	ENSEEEP00000062005	JOSD1
ENSG00000100246	ENSP00000216068	DNAL4	ENSEEEG00000028315	ENSEEEP00000055051	DNAL4
ENSG00000100253	ENSP00000216075	MIOX	ENSEEEG00000015560	ENSEEEP00000032636	MIOX
ENSG00000100263	ENSP00000216085	RHBDD3	ENSEEEG00000012673	ENSEEEP00000026212	RHBDD3
ENSG00000100281	ENSP00000216106	HMGXB4	ENSEEEG00000008031	ENSEEEP00000016222	hmgxb4a
ENSG00000100292	ENSP00000216117	HMOX1	ENSEEEG00000004866	ENSEEEP00000009518	HMOX1
ENSG00000100297	ENSP00000216122	MCM5	ENSEEEG00000008042	ENSEEEP00000016262	MCM5
ENSG00000100299	ENSP00000216124	ARSA	ENSEEEG00000007199	ENSEEEP00000014450	ARSA
ENSG00000100304	ENSP00000216129	TTLL12	ENSEEEG00000005230	ENSEEEP00000010327	TTLL12
ENSG00000100307	ENSP00000216133	CBX7	ENSEEEG00000011486	ENSEEEP00000023708	cbx7b
ENSG00000100314	ENSP00000216144	CABP7	ENSEEEG00000009560	ENSEEEP00000019495	CABP7
ENSG00000100324	ENSP00000216160	TAB1	ENSEEEG00000004625	ENSEEEP00000009405	TAB1
ENSG00000100348	ENSP00000216185	TXN2	ENSEEEG00000023942	ENSEEEP00000050979	TXN2
ENSG00000100353	ENSP00000216190	EIF3D	ENSEEEG00000004609	ENSEEEP00000008936	EIF3D
ENSG00000100380	ENSP00000216218	ST13	ENSEEEG00000026364	ENSEEEP00000059887	st13
ENSG00000100387	ENSP00000216225	RBX1	ENSEEEG00000023280	ENSEEEP00000049513	RBX1
ENSG00000100399	ENSP00000216241	CHADL	ENSEEEG00000011292	ENSEEEP00000023291	chadlb
ENSG00000100410	ENSP00000216252	PHF5A	ENSEEEG00000011117	ENSEEEP00000022915	PHF5A
ENSG00000100417	ENSP00000216259	PMM1	ENSEEEG00000024519	ENSEEEP00000062099	PMM1
ENSG00000100422	ENSP00000216264	CERK	ENSEEEG00000015416	ENSEEEP00000032346	CERK
ENSG00000100426	ENSP00000216268	ZBED4	ENSEEEG00000021503	ENSEEEP00000045577	ZBED4
ENSG00000100429	ENSP00000216271	HDAC10	ENSEEEG00000003633	ENSEEEP00000006886	HDAC10
ENSG00000092201	ENSP00000216297	SUPT16H	ENSEEEG00000000306	ENSEEEP00000000674	SUPT16H
ENSG00000100450	ENSP00000216338	GZMH	ENSEEEG00000019303	ENSEEEP00000040729	
ENSG00000100473	ENSP00000216361	COCH	ENSEEEG00000001946	ENSEEEP00000003532	COCH
ENSG00000100479	ENSP00000216367	POLE2	ENSEEEG00000000140	ENSEEEP00000000250	POLE2
ENSG00000100522	ENSP00000216410	GNPNAT1	ENSEEEG00000012638	ENSEEEP00000026101	GNPNAT1
ENSG00000100532	ENSP00000216420	CGRRF1	ENSEEEG00000010840	ENSEEEP00000022337	CGRRF1
ENSG00000100558	ENSP00000216446	PLEK2	ENSEEEG00000022966	ENSEEEP00000048834	PLEK2
ENSG00000100564	ENSP00000216452	PIGH	ENSEEEG00000013310	ENSEEEP00000027633	PIGH
ENSG00000100567	ENSP00000216455	PSMA3	ENSEEEG00000019468	ENSEEEP00000041148	PSMA3
ENSG00000100580	ENSP00000216468	TMED8	ENSEEEG00000027346	ENSEEEP00000053521	TMED8
ENSG00000100591	ENSP00000216479	AHSA1	ENSEEEG00000016921	ENSEEEP00000035530	ahsa1b
ENSG00000100599	ENSP00000216487	RIN3	ENSEEEG00000023214	ENSEEEP00000049398	RIN3
ENSG00000100601	ENSP00000216489	ALKBH1	ENSEEEG00000022184	ENSEEEP00000047133	ALKBH1
ENSG00000100625	ENSP00000216513	SIX4	ENSEEEG00000023782	ENSEEEP00000050567	six4b
ENSG00000100652	ENSP00000216540	SLC10A1	ENSEEEG00000002273	ENSEEEP00000004316	SLC10A1
ENSG00000100711	ENSP00000216602	ZFYVE21	ENSEEEG00000018657	ENSEEEP00000039260	ZFYVE21
ENSG00000100739	ENSP00000216629	BDKRB1	ENSEEEG00000009516	ENSEEEP00000019430	BDKRB1
ENSG00000100836	ENSP00000216727	PABPN1	ENSEEEG00000003977	ENSEEEP00000007613	pabpn1
ENSG00000100906	ENSP00000216797	NFKBIA	ENSEEEG00000013274	ENSEEEP00000027626	nfkbiab
ENSG00000100916	ENSP00000216807	BRMS1L	ENSEEEG00000013354	ENSEEEP00000056616	brms1la
ENSG00000100941	ENSP00000216832	PNN	ENSEEEG00000013205	ENSEEEP00000027365	PNN
ENSG00000019186	ENSP00000216862	CYP24A1	ENSEEEG00000007760	ENSEEEP00000015663	CYP24A1
ENSG00000020256	ENSP00000216923	ZFP64	ENSEEEG00000023755	ENSEEEP00000050516	ZFP64
ENSG00000101057	ENSP00000217026	MYBL2	ENSEEEG00000011075	ENSEEEP00000022825	mybl2b
ENSG00000101138	ENSP00000217109	CSTF1	ENSEEEG00000015147	ENSEEEP00000031709	CSTF1
ENSG00000101150	ENSP00000217121	TPD52L2	ENSEEEG00000006807	ENSEEEP00000013617	tpd52l2b
ENSG00000101187	ENSP00000217159	SLCO4A1	ENSEEEG00000007015	ENSEEEP00000014127	SLCO4A1
ENSG00000185019	ENSP00000217173	UBOX5	ENSEEEG00000009879	ENSEEEP00000020230	UBOX5
ENSG00000101220	ENSP00000217195	ADISSP	ENSEEEG00000028407	ENSEEEP00000063492	C20orf27
ENSG00000101400	ENSP00000217381	SNTA1	ENSEEEG00000008756	ENSEEEP00000054714	SNTA1
ENSG00000101421	ENSP00000217402	CHMP4B	ENSEEEG00000001996	ENSEEEP00000003653	chmp4bb
ENSG00000101444	ENSP00000217426	AHCY	ENSEEEG00000018907	ENSEEEP00000040072	AHCY
ENSG00000101464	ENSP00000217446	PIGU	ENSEEEG00000000208	ENSEEEP00000057498	pigu
ENSG00000101473	ENSP00000217455	ACOT8	ENSEEEG00000011064	ENSEEEP00000022807	ACOT8
ENSG00000101474	ENSP00000217456	APMAP	ENSEEEG00000028636	ENSEEEP00000063449	APMAP
ENSG00000091164	ENSP00000217515	TXNL1	ENSEEEG00000007919	ENSEEEP00000062286	
ENSG00000077713	ENSP00000217909	SLC25A43	ENSEEEG00000012688	ENSEEEP00000026242	SLC25A43
ENSG00000101843	ENSP00000217958	PSMD10	ENSEEEG00000016747	ENSEEEP00000035198	PSMD10
ENSG00000101856	ENSP00000217971	PGRMC1	ENSEEEG00000018194	ENSEEEP00000038277	PGRMC1
ENSG00000101888	ENSP00000218004	NXT2	ENSEEEG00000016748	ENSEEEP00000035201	NXT2
ENSG00000101892	ENSP00000218008	ATP1B4	ENSEEEG00000014496	ENSEEEP00000030232	ATP1B4
ENSG00000101940	ENSP00000218056	WDR13	ENSEEEG00000017685	ENSEEEP00000057706	WDR13
ENSG00000101981	ENSP00000218099	F9	ENSEEEG00000010087	ENSEEEP00000020689	f9b
ENSG00000102218	ENSP00000218340	RP2	ENSEEEG00000000540	ENSEEEP00000000792	RP2
ENSG00000102241	ENSP00000218364	HTATSF1	ENSEEEG00000010070	ENSEEEP00000020648	HTATSF1
ENSG00000102313	ENSP00000218436	ITIH6	ENSEEEG00000023728	ENSEEEP00000050545	itih6
ENSG00000102471	ENSP00000218652	NDFIP2	ENSEEEG00000017513	ENSEEEP00000036879	NDFIP2
ENSG00000102683	ENSP00000218867	SGCG	ENSEEEG00000020412	ENSEEEP00000043220	SGCG
ENSG00000102837	ENSP00000219022	OLFM4	ENSEEEG00000009313	ENSEEEP00000018996	si:ch211-173a9.6
ENSG00000065057	ENSP00000219066	NTHL1	ENSEEEG00000018316	ENSEEEP00000038588	NTHL1
ENSG00000091651	ENSP00000219097	ORC6	ENSEEEG00000013490	ENSEEEP00000028041	ORC6
ENSG00000125149	ENSP00000219139	PHAF1	ENSEEEG00000010348	ENSEEEP00000021239	PHAF1
ENSG00000102924	ENSP00000219197	CBLN1	ENSEEEG00000014639	ENSEEEP00000030562	CBLN1
ENSG00000102934	ENSP00000219207	PLLP	ENSEEEG00000014746	ENSEEEP00000030829	PLLP
ENSG00000102967	ENSP00000219240	DHODH	ENSEEEG00000000951	ENSEEEP00000001468	DHODH
ENSG00000102978	ENSP00000219252	POLR2C	ENSEEEG00000016412	ENSEEEP00000034478	POLR2C
ENSG00000102981	ENSP00000219255	PARD6A	ENSEEEG00000022790	ENSEEEP00000048416	PARD6A
ENSG00000103005	ENSP00000219281	USB1	ENSEEEG00000026156	ENSEEEP00000057773	USB1
ENSG00000103021	ENSP00000219299	CFAP263	ENSEEEG00000016544	ENSEEEP00000034790	cfap263
ENSG00000103024	ENSP00000219302	NME3	ENSEEEG00000015920	ENSEEEP00000033488	NME3
ENSG00000103035	ENSP00000219313	PSMD7	ENSEEEG00000025363	ENSEEEP00000056440	PSMD7
ENSG00000103037	ENSP00000219315	SETD6	ENSEEEG00000006612	ENSEEEP00000013164	SETD6
ENSG00000103056	ENSP00000219334	SMPD3	ENSEEEG00000013897	ENSEEEP00000028996	SMPD3
ENSG00000103066	ENSP00000219345	PLA2G15	ENSEEEG00000016534	ENSEEEP00000034770	PLA2G15
